"","saledate","neigh","saleprice","landval","imprval","totalval","mbmancls","mbyrblt","mbeffyr","heattype","baseste","garagefl","carptfl","mktrcnld","linmcls","mbmclsdv","bedrooms","baths","familyrm","fireplcs","flrarea1","flrarea2","bsmtfin","mbmktval","mb_rcn","cp_mancl","cp_area","cpmktval","cp_rcn","gr_mancl","gar_area","gar_type","grmktval","gr_rcn","ob1mktval","lcs_val","width","depth","lot_size","conduit","alley","sidewalk","culdesac","corner","wooded","pie_shpe","slope","abv_road","splitlvl","crwlarea","bsmtarea","unfinbmt","area1_2","totarea","linmcdv","random","month"
"237",300417,716,221077.96676,64814.464,167333.496,232147.96,147,2011,2011,2,0,1,0,215188.89392,1.22,4,3,2.25,1,2,1188,616,0,207076.5121425,213481.372104,0,0,0,0,920,144,3,8112.0144105,8893.95507,0,53131.91,60,114.5,6870,1,0,1,0,0,0,0,0,0,0,0,1136,1136,1804,1804,1.2688,0.5766504,4
"238",200817,716,148438.063396,52038.536,90833.732,142872.268,140,1999,1999,2,1,0,0,115538.858526,1,-2,3,1.5,0,1,927,0,775,115538.59201794,147822.3123741,0,0,0,0,0,0,0,0,0,0,45777.34,55.5,120,6660,1,0,0,0,0,0,0,0,0,0,0,912,137,927,1702,0.98,0.5818232,8
"239",240417,716,124751.138386,50168.888,71358.232,121527.12,140,1999,1999,2,0,0,0,89782.758156,1,-4,2,1,0,0,940,0,0,89783.61478905,114869.3522067,0,0,0,0,0,0,0,0,0,0,45238.36,61,104,6344,1,0,0,0,1,0,0,0,0,0,0,940,940,940,940,0.96,0.5840735,4
"240",130517,736,134044.50423525,48850.197,77283.129,126133.326,90,1992,1992,2,0,0,0,91187.754532,0.945,0,3,1,1,0,960,0,575,90738.662388395,117622.39164165,0,0,0,0,0,0,0,0,0,449.253875,42518.95,60,120,7200,1,0,0,0,0,0,0,0,0,0,0,960,385,960,1535,0.945,0.5917199,5
"241",140917,731,129783.2069555,55124.696,65192.38,120317.076,80,1975,1975,2,0,1,0,74469.8650045,0.783,5,3,1,0,0,728,0,0,69354.254828565,88789.62835575,0,0,0,0,910,276,2,5115.2021802,6617.51343225,0,43947.37,60,110,6600,0,1,0,0,0,0,0,0,0,0,0,728,728,728,728,0.82215,0.5930666,9
"242",300417,737,165260.607561,48581.632,100519.232,149100.864,90,1994,1994,2,0,0,1,126411.0553475,0.945,3,3,2,1,1,1118,0,1020,121433.268502035,149302.33729425,921,312,4978.0923381,6550.1214975,0,0,0,0,0,0,38632.6,50,100.6,5031,1,0,0,0,0,1,0,0,0,0,0,1118,98,1118,2138,0.97335,0.5931034,4
"243",230917,737,146099.957409,50978.752,91250.368,142229.12,90,1998,1998,2,0,0,0,109925.2351505,0.945,4,2,1.5,1,2,982,0,600,109924.62416523,135158.9268015,0,0,0,0,0,0,0,0,0,0,47371.5,55,110,6050,1,0,0,0,0,1,0,1,0,0,0,982,382,982,1582,0.9828,0.5939632,9
"244",290617,716,137384.165058,55466.224,78213.608,133679.832,90,1994,1994,2,0,0,0,93541.844837,0.945,0,3,1.75,0,1,1089,0,60,93541.55731452,128139.7842585,0,0,0,0,0,0,0,0,0,0,47345.36,58,105,6090,1,0,0,0,0,0,0,0,0,0,0,1089,1029,1089,1149,0.945,0.596735,6
"245",290717,715,123781.880376,41673.819,94517.94,136191.759,90,1988,1988,2,0,0,1,136195.804745,0.945,1,3,2.5,1,1,1167,0,881,124482.31861135,150698.0792331,921,600,11714.20493985,16084.18723275,0,0,0,0,0,0,42858.76,50,120,6000,0,1,0,0,0,0,0,1,0,0,0,1167,286,1167,2048,0.95445,0.6006315,7
"246",51017,715,119562.043545,41673.819,77762.487,119436.306,90,1984,1984,2,0,0,1,107855.0732945,0.945,0,2,1.5,1,1,1065,0,400,102275.98709258,130370.06019555,921,285,5579.7331275,7732.37799495,0,0,0,0,0,0,42858.76,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,1065,665,1065,1465,0.945,0.6014297,10
"247",160917,716,198022.6930836,59517.128,139911.992,199429.12,150,2000,2000,2,0,1,0,183475.726987,1.19,-4,3,2.5,1,2,1376,0,764,180128.724643035,223914.38231925,0,0,0,0,920,0,3,3346.98324345,4349.1872655,0,50385.27,67.7,108.6,7352,1,0,0,0,0,0,0,0,0,0,0,1356,592,1376,2140,1.1424,0.6055126,9
"248",300417,713,123484.94508,27347.551,81773.219,109120.77,92,1965,1998,2,0,0,0,108223.461472,0.945,2,2,2,0,0,888,478,0,107504.08022704,131387.3506701,0,0,0,0,0,0,0,0,0,718.8062,28913,30,110,3300,0,1,0,0,0,0,0,0,0,0,888,0,0,1366,1366,0.9639,0.608971,4
"249",61017,716,261974.232353932,61075.168,198805.904,259881.072,147,2015,2015,2,0,1,0,257364.462355,1.22,8,4,2.5,1,1,1630,567,0,250181.335404,250181.335404,0,0,0,0,930,105,3,7182.9432675,7664.010354,0,50783.82,75,110,8906,1,0,0,1,0,0,0,0,0,1,0,1616,1616,2197,2197,1.3176,0.6108215,10
"250",260817,716,189495.40008,77278.784,117164.608,194443.392,140,1997,1997,2,0,0,1,150603.704706,1,0,3,2.25,1,2,1187,0,900,144881.35785942,181727.8484931,921,347,5722.308774,7673.7188619,0,0,0,0,0,0,53969.02,83.7,165.7,13871,1,0,0,0,0,0,0,0,0,0,0,1187,287,1187,2087,1,0.6145242,8
"251",250617,737,151688.48037,45545.28,84858.048,130403.328,90,1998,1998,2,0,0,1,106178.457833,0.945,2,3,1,1,1,1032,0,300,102220.63901518,128734.9557921,921,264,3957.56723565,5324.1975234,0,0,0,0,0,0,42398.15,50,110,5500,1,0,0,0,0,0,0,0,0,0,0,1032,732,1032,1332,0.9639,0.614703,6
"252",300417,715,130814.941761,51412.031,91510.551,142922.582,90,1992,1992,2,0,0,0,109280.106586,0.945,4,3,1.5,1,1,1092,0,700,109279.63936197,142291.281321,0,0,0,0,0,0,0,0,0,0,50316.31,60,122,7320,1,0,1,0,0,0,0,0,0,0,0,1092,392,1092,1792,0.9828,0.6193972,4
"253",50517,716,153175.448398,56556.852,94105.616,150662.468,140,1995,1995,2,0,0,0,113821.785168,1,2,3,1.5,1,1,1101,0,565,113631.34612284,151315.661952,0,0,0,0,0,0,0,0,0,190.3629,48341.41,60,110,6600,1,0,0,0,0,0,0,0,0,0,0,1101,536,1101,1666,1.02,0.6196035,5
"254",290717,737,138914.713602,46504.128,78465.728,124969.856,90,1994,1994,2,0,0,0,94445.7436335,0.945,2,3,1,1,0,1014,0,507,94445.222499005,121083.44349465,0,0,0,0,0,0,0,0,0,0,37584.72,44,110,4840,1,0,0,0,0,0,0,0,0,0,0,1014,507,1014,1521,0.9639,0.6213582,7
"255",101017,715,147694.289085,55135.465,78192.114,133327.579,90,1998,1998,2,0,0,1,105359.018765,0.945,3,2,1.5,0,1,902,0,278,101413.70717506,119844.58100895,921,260,3944.62872405,4811.50900125,0,0,0,0,0,0,48544.36,75,80,5967,0,1,0,0,1,0,1,0,0,0,0,847,569,902,1180,0.97335,0.62511,10
"256",240917,737,188253.3877434,61206.464,111545.984,172752.448,140,2001,2001,2,0,0,1,144047.60643,1,3,2,2,1,1,992,0,416,135004.05517599,158240.6835282,921,336,5777.1332892,7415.0156808,0,0,0,0,0,3266.627364,54600.83,69.2,111.5,7712,1,0,0,0,0,0,0,0,0,1,0,992,576,992,1408,1.03,0.6264248,9
"257",101017,716,162650.218402,55310.42,91924.36,147234.78,90,1996,1996,2,0,0,0,112356.597122,0.945,4,3,1.5,1,1,1124,0,600,112356.38148014,141028.15912605,0,0,0,0,0,0,0,0,0,0,45189.83,55,120,6600,1,0,0,0,0,0,0,0,0,0,0,1124,524,1124,1724,0.9828,0.6271377,10
"258",130517,716,142121.55006,56089.44,92859.184,148948.624,140,1993,1993,2,0,0,0,112666.282365,1,0,3,1.5,1,1,1048,0,600,112475.31030372,152535.5074152,0,0,0,0,0,0,0,0,0,190.3629,47874.72,60,105,6300,1,0,0,0,0,0,0,0,0,0,0,1008,408,1048,1648,1,0.6278966,5
"259",290417,737,135721.27191,52097.408,111226.368,163323.776,90,1998,1998,2,0,0,0,133733.89351,0.945,2,3,1,0,1,1340,0,77,133734.75607744,164433.92661045,0,0,0,0,0,0,0,0,0,0,48459.46,55,120,6600,1,0,0,0,0,1,0,0,0,1,0,1340,1263,1340,1417,0.9639,0.6287614,4
"260",300717,716,153175.448398,61854.188,100649.384,162503.572,140,1999,1999,2,0,0,1,118716.015327,1,0,3,1.5,1,1,1108,0,294,118715.57749233,145966.8451878,921,264,4145.38058298,5096.9666475,0,0,0,0,0,0,59013.51,73.7,114.7,8408,1,0,0,0,0,0,0,0,0,0,0,1041,747,1108,1402,1,0.6304789,7
"261",210817,736,163579.733982,51572.499,117663.942,169236.441,140,1990,1990,5,0,1,0,150091.628505,1,0,3,1.5,2,2,1304,0,800,141604.33668108,185090.9898474,0,0,0,0,920,420,1,8487.5202594,12140.2035846,0,44873.14,61,120,7320,1,0,0,0,1,0,0,0,1,1,0,1278,478,1304,2104,1,0.6348717,8
"262",230717,737,151688.48037,58170.112,88054.208,146224.32,90,1993,1993,2,0,0,0,106485.7474835,0.945,2,3,1,1,2,1062,0,734,106486.088916445,137578.4284707,0,0,0,0,0,0,0,0,0,0,46261.41,60,117.5,7051,1,0,0,0,0,1,0,0,0,0,0,1062,328,1062,1796,0.9639,0.6358814,7
"263",300317,713,77801.314661,45631.872,47094.432,92726.304,80,1975,1975,2,0,1,0,66251.411786,0.783,0,2,1,0,0,736,0,144,62385.439329535,80883.73534815,0,0,0,0,910,216,2,3866.7352311,5496.76688715,0,41131.27,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,736,592,736,880,0.783,0.636138,3
"264",150917,716,138963.293392,58582.304,94573.028,153155.332,140,1999,1999,2,0,0,0,120570.149973,1,-2,3,1.5,0,1,1026,0,200,120570.70202541,154259.0531118,0,0,0,0,0,0,0,0,0,0,49589.73,62,110,6820,1,0,0,0,0,0,0,1,1,0,0,1026,826,1026,1226,0.98,0.6365579,9
"265",10517,716,172124.988406,50792.104,108283.78,159075.884,140,1999,1999,2,0,0,1,143994.304818,1,2,3,2.75,1,2,1148,0,918,138154.59924357,169282.6835427,921,325,5840.5241349,7666.8657975,0,0,0,0,0,0,44660.24,55,110,6050,1,0,0,0,0,0,0,1,1,0,0,1148,230,1148,2066,1.02,0.6416842,5
"266",310317,715,152617.4320545,50839.195,108266.004,159105.199,140,1990,1990,7,0,1,0,139117.20732,1,2,3,1.75,1,2,1180,0,462,136085.88753669,185005.3265424,0,0,0,0,920,0,3,3030.7677309,4334.563233,0,49705.29,60,115,6900,1,0,0,0,0,0,0,0,0,0,0,1180,718,1180,1642,1.02,0.6427459,3
"267",160917,713,128479.23522,43730.544,69617.856,113348.4,90,1978,1978,3,0,1,0,88993.5986065,0.945,0,3,1.75,1,1,996,0,604,84532.75920992,123189.18625755,0,0,0,0,910,336,2,4460.5518741,7078.98315915,0,37814.71,60,110,6600,0,1,1,0,1,0,0,0,0,0,0,996,392,996,1600,0.945,0.642839,9
"268",101017,737,182026.176444,58489.728,107710.592,166200.32,140,1992,1992,5,0,0,1,137662.834764,1,-2,3,1.5,1,2,1040,0,894,132338.80324938,163238.2807419,921,364,5323.1177727,7490.3993892,0,0,0,0,0,0,46452.09,65,110,7150,1,0,0,1,0,0,0,0,0,0,0,1040,146,1040,1934,0.98,0.6440551,10
"269",81017,716,161071.090068,53596.576,100181.972,153778.548,140,1992,1992,6,1,0,1,123585.498309,1,0,3,1.75,1,1,1067,0,717,121595.80624191,163711.1421855,911,162,1989.1019421,2151.8622216,0,0,0,0,0,0,48448.57,65,116.5,7573,1,0,0,0,1,0,1,0,0,0,0,968,251,1067,1784,1,0.6459755,10
"270",290517,737,180429.455598,65041.856,113943.104,178984.96,90,1996,1996,2,0,0,1,145901.4854605,0.945,2,3,1.5,0,1,1328,0,394,137677.641696455,162486.68061465,921,528,8224.04143575,10588.55443065,0,0,0,0,0,0,49582.8,85.3,116,9897,1,0,0,0,0,0,1,0,0,0,0,1328,934,1328,1722,0.9639,0.6512914,5
"271",101017,716,191074.528414,53440.772,105167.7,158608.472,140,1998,1998,2,0,1,0,136436.897688,1,0,3,2.75,1,2,1164,0,0,129656.79938757,158831.7603327,0,0,0,0,920,264,1,6779.3939577,8994.647025,0,48737.66,65,115,7475,1,0,0,0,0,0,0,0,0,0,0,1092,1092,1164,1164,1,0.6518074,10
"272",20717,737,143704.87614,45864.896,88054.208,133919.104,90,1995,1995,2,0,0,1,109486.7633685,0.945,3,3,1,1,2,1035,0,448,106038.128892605,130140.40161465,921,216,3448.1133414,4488.04621125,0,0,0,0,0,0,37015.08,45,105,4725,1,0,0,0,1,1,0,0,0,0,0,980,532,1035,1483,0.97335,0.6569806,7
"273",290717,732,168544.9289125,52798.416,116712.288,169510.704,92,1987,1987,2,0,0,1,158493.173069,0.945,4,3,1.75,2,2,961,496,519,152215.51506161,178409.1364524,921,360,6276.79543995,7864.99773885,0,0,0,0,0,0,51557.68,66.4,101,6644,1,1,0,0,0,0,0,0,1,0,0,930,411,1457,1976,0.9828,0.6608261,7
"274",270517,716,195022.349249,58582.304,112490.488,171072.792,140,1997,1997,2,0,0,1,143446.059666,1,2,3,2.25,1,2,1032,0,880,138833.01454659,175277.4016266,921,211,4613.8256073,6188.3171532,0,0,0,0,0,0,49374,75,105,7875,1,0,0,0,1,0,0,0,0,0,0,1020,140,1032,1912,1.02,0.6623487,5
"275",300717,737,145301.596986,58649.536,79424.576,138074.112,90,1995,1995,2,0,0,0,95635.3678945,0.945,2,2,1.5,1,0,928,0,570,95635.40383481,121317.9540174,0,0,0,0,0,0,0,0,0,0,46534.19,60,119.8,7192,1,0,0,0,0,1,0,0,0,1,0,928,358,928,1498,0.9639,0.6639164,7
"276",81017,737,169252.409676,54174.912,90451.328,144626.24,90,1998,1998,2,0,0,1,112167.9104945,0.945,2,3,1,1,1,1033,0,600,108829.01975519,129706.96147605,921,200,3338.1359928,4208.2508979,0,0,0,0,0,0,50299.68,65.4,120.5,7885,1,0,0,0,1,0,0,0,0,0,0,990,390,1033,1633,0.9639,0.6664526,10
"277",60317,716,131067.651722,57180.068,86782.828,143962.896,140,2000,2000,2,0,0,1,115533.147639,1,-2,3,1.5,0,1,1040,0,0,110093.5277715,132558.8246892,921,297,5439.6198675,7068.9359286,0,0,0,0,0,0,48277.66,53,115,6095,1,0,0,0,0,0,0,0,0,0,0,1040,1040,1040,1040,0.98,0.6679134,3
"278",250317,737,138914.713602,61685.888,83739.392,145425.28,90,1994,1994,2,0,0,0,101035.399472,0.945,4,3,1.75,1,1,1029,0,457,101034.93224797,129532.29156945,0,0,0,0,0,0,0,0,0,0,49036.95,50,120,6000,1,0,0,0,0,0,0,0,0,0,0,1029,572,1029,1486,0.9828,0.6683711,3
"279",10417,736,131015.24990225,47489.046,80761.626,128250.672,90,1994,1994,2,0,0,0,97410.8192085,0.945,2,3,1,1,0,1054,0,700,97411.43019377,124887.36590505,0,0,0,0,0,0,0,0,0,0,38788.23,55,120,6600,1,0,0,0,0,0,0,0,0,0,0,1027,327,1054,1754,0.9639,0.668389,4
"280",10617,716,268451.81678,55777.832,172786.636,228564.468,145,2015,2015,2,0,1,0,224009.37559,1.22,4,3,2,1,1,1654,0,100,216751.305771,216751.305771,0,0,0,0,930,108,3,7257.335085,7741.7084745,0,47230.49,55.7,125,6971,1,0,0,0,0,0,0,0,0,0,0,1654,1554,1654,1754,1.2688,0.6696897,6
"281",101017,737,142906.515717,61685.888,75109.76,136795.648,90,1992,1992,2,0,0,1,94359.4868895,0.945,2,3,1,1,0,992,0,300,91730.291481605,116016.3988893,911,348,2629.7524827,3516.0405273,0,0,0,0,0,0,42795.88,79.9,108,8625,1,0,0,1,0,1,1,0,0,0,0,960,660,992,1292,0.9639,0.6697664,10
"282",220617,715,113935.594437,41673.819,69599.574,111273.393,90,1985,1985,2,0,0,0,91406.990423,0.945,-1,3,1,2,0,1024,0,562,91406.900572225,122974.0835022,0,0,0,0,0,0,0,0,0,0,42858.76,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,1024,462,1024,1586,0.93555,0.6701477,6
"283",270417,713,109921.123466,43876.8,61573.776,105450.576,90,1979,1979,2,0,0,0,74236.5073205,0.945,-6,2,1,1,0,894,0,264,74236.36355926,101973.26186145,0,0,0,0,0,0,0,0,0,0,42888.56,50,120,6000,0,1,0,0,0,0,0,0,0,0,0,894,630,894,1158,0.8883,0.6723834,4
"284",290617,716,153807.0997316,57647.48,109062.8,166710.28,140,1999,1999,2,1,0,1,143598.349986,1,0,3,1.5,0,1,1118,0,720,139057.28107908,172099.2930111,921,245,4541.8684311,5962.166028,0,0,0,0,0,0,48587.17,54,115,6210,1,0,0,0,0,0,0,0,0,0,0,1118,398,1118,1838,1,0.6751411,6
"285",290417,731,146211.4610005,55124.696,67833.084,122957.78,81,1971,1971,2,0,0,0,72809.4997525,0.783,0,4,1,0,0,888,312,0,72809.00306204,102115.6560081,0,0,0,0,0,0,0,0,0,0,43947.37,60,110,6600,0,1,1,0,0,0,0,0,0,0,0,888,888,1200,1200,0.783,0.676334,4
"286",210917,737,138914.713602,60407.424,104354.624,164762.048,140,1999,1999,5,0,0,1,131413.220757,1,-3,2,1.75,1,1,1025,0,675,126805.79134314,156340.6714233,921,286,4606.9725429,6049.5425991,0,0,0,0,0,0,53078.6,59,178.2,10511,1,0,0,0,0,0,0,0,0,0,0,1025,350,1025,1700,0.97,0.6787864,9
"287",290617,732,175140.16526125,58941.168,106913.136,165854.304,140,1989,1989,5,0,0,1,138751.710552,1,-2,3,2.25,1,2,1261,0,672,131452.56876843,174007.8714465,921,528,7298.513586,10522.8803862,0,0,0,0,0,0,49137.84,65,110,7150,1,0,0,0,0,0,0,0,1,0,0,1261,589,1261,1933,0.98,0.6813664,6
"288",210517,737,132527.830218,57690.688,76228.416,133919.104,90,1996,1996,2,0,0,0,91620.8352675,0.945,0,3,1,0,0,992,0,400,91621.032939205,115000.7257287,0,0,0,0,0,0,0,0,0,0,45785.37,57.2,105,6006,1,0,0,0,0,0,0,0,0,0,0,960,560,992,1392,0.945,0.6836835,5
"289",101017,716,198970.170084,57803.284,125110.612,182913.896,140,1998,1998,2,0,0,1,163997.63835,1,0,3,2.25,1,2,1271,0,1100,154596.39520689,187679.7349245,921,410,9400.6910907,12474.2904741,0,0,0,0,0,0,47000.07,55,115,6325,1,0,0,0,1,0,0,0,0,0,0,1242,142,1271,2371,1,0.6853004,10
"290",101017,737,183622.89729,53535.68,112824.448,166360.128,140,1999,1999,2,0,0,1,142202.989929,1,0,3,1.5,0,1,1266,0,198,137283.84126639,169347.7876545,921,360,4918.7869731,6457.2999309,0,0,0,0,0,0,49720.68,68,110.8,7536,1,0,0,0,0,0,0,0,0,0,0,1204,1006,1266,1464,1,0.6865177,10
"291",110817,713,137758.291097,51482.112,94773.888,146256,90,1984,1984,4,0,0,1,129306.047318,0.945,2,3,1.75,2,1,1010,0,1010,122260.77616963,155339.7702696,921,345,7045.0195662,9762.1070022,0,0,0,0,0,0,46036.32,60,136,8160,0,0,0,0,0,0,0,0,1,0,0,1010,0,1010,1970,0.9639,0.689964,8
"292",280917,716,180810.194243,62633.208,107193.152,169826.36,140,1997,1997,2,0,0,1,139850.104485,1,1,3,2.25,1,1,1196,0,800,132371.98350285,163097.7929217,921,468,7478.4065265,10027.7464833,0,0,0,0,0,0,50396.9,70,125,8746,1,0,0,0,0,0,0,0,0,0,0,1196,396,1196,1996,1.01,0.6928706,9
"293",300317,736,131772.5634855,50665.065,86811.186,137476.251,90,1994,1994,2,0,0,0,104766.00365,0.945,4,3,1.5,1,0,1092,0,700,104766.32711279,134316.30623355,0,0,0,0,0,0,0,0,0,0,41409.87,60,120,7200,1,0,0,0,0,0,0,0,0,0,0,1092,392,1092,1792,0.9828,0.6941791,3
"294",100817,713,157030.17638,49580.784,104573.04,154153.824,140,1982,1982,2,0,0,1,142300.075008,1,1,3,1.75,0,2,1190,0,770,135223.12480131,184013.3454705,921,535,7077.5022591,10462.9160727,0,0,0,0,0,0,44686.36,60,119,7140,0,0,0,0,0,0,0,0,0,0,0,1190,420,1190,1960,1.01,0.7018338,8
"295",80417,737,140032.4181942,59288.768,77986.304,137275.072,90,1996,1996,2,0,0,0,93856.3225495,0.945,1,3,1,1,0,988,0,460,93855.63968361,117805.148118,0,0,0,0,0,0,0,0,0,0,47032.6,65,116.3,7557,1,0,0,0,0,0,0,0,0,0,0,988,528,988,1448,0.95445,0.7020024,4
"296",300617,715,126595.10493,62725.542,80913.085,143638.627,140,1989,1989,2,0,0,1,99940.5225,1,-3,2,1,0,1,1004,0,0,96201.2240553,129589.7345379,921,234,3740.0598963,5393.3616828,0,0,0,0,0,0,55284.75,62,105,6510,1,0,0,0,0,0,0,0,0,0,0,1004,1004,1004,1004,0.97,0.7027853,6
"297",120517,737,140511.434448,52097.408,75748.992,127846.4,90,1998,1998,2,0,0,0,91033.211199,0.945,0,3,1,0,0,960,0,0,91034.019855975,111931.0638516,0,0,0,0,0,0,0,0,0,0,48459.46,55,120,6600,1,0,1,0,0,0,0,0,0,0,0,960,960,960,960,0.945,0.7034447,5
"298",60817,737,198392.5651155,58010.304,126727.744,184738.048,140,1999,1999,2,0,1,0,157422.503784,1,5,3,1.75,1,2,1199,0,738,154451.58614886,193802.9479659,0,0,0,0,920,0,3,2970.8034174,3901.1069097,0,52303.72,80,120.1,9611,1,0,0,1,0,0,1,0,0,1,0,1175,437,1199,1937,1.05,0.7035102,8
"299",230417,737,172445.851368,56252.416,96683.84,152936.256,90,2006,2006,2,0,0,1,121451.2925675,0.945,2,3,1,0,1,966,0,0,114872.436792155,121676.9977143,921,420,6579.2331486,7562.5600302,0,0,0,0,0,0,50142.4,52.5,109.5,5748,1,0,0,0,0,0,0,0,0,0,0,933,933,966,966,0.9639,0.7063361,4
"300",101017,713,138472.064626,46948.176,79563.264,126511.44,90,1979,1979,2,0,0,1,100490.9037755,0.945,2,3,1.5,1,1,984,0,750,96445.085108645,130507.5318813,921,304,4046.5195029,5882.17083615,0,0,0,0,0,0,45715.68,66,120,7920,0,1,0,0,0,0,0,0,0,0,0,984,234,984,1734,0.9639,0.7063772,10
"301",190517,716,142121.55006,50792.104,83978.356,134770.46,140,1999,1999,2,0,0,1,113627.61501,1,-2,3,1.5,1,0,980,0,300,106792.84448469,127886.7480345,921,405,6834.2184729,8974.0878318,0,0,0,0,0,0,44660.24,55,110,6050,1,0,0,0,0,0,0,1,1,0,0,948,648,980,1280,0.98,0.7090161,5
"302",160317,713,112776.217582,39196.608,62890.08,102086.688,80,1978,1978,2,0,1,0,86564.2777055,0.783,0,3,1,0,0,1014,0,0,79181.57714173,105354.96475455,0,0,0,0,920,384,2,7382.2393512,11159.5702995,0,38191.76,50,117.5,5875,0,1,0,0,0,0,0,0,0,0,0,1014,1014,1014,1014,0.783,0.7121856,3
"303",130817,713,127051.688162,42706.752,64791.408,107498.16,90,1977,1977,3,0,1,0,91205.724687,0.945,2,2,1,0,0,1064,0,0,83235.42183985,116383.52915595,0,0,0,0,920,320,2,7970.1231456,12718.5569028,0,34385.64,55,110,6050,0,1,0,0,1,1,0,0,0,0,0,1064,1064,1064,1064,0.9639,0.7128807,8
"304",71017,736,148433.462317,49303.914,120537.483,169841.397,140,1998,1998,2,0,0,1,120259.858446,1,2,3,1.75,1,2,1200,0,880,120259.97266374,144890.914077,921,528,8682.8325948,11974.0167729,0,0,0,0,0,0,42115.47,63,110,6930,0,0,1,0,0,0,0,0,0,0,0,1200,320,1200,2080,1.02,0.7170744,10
"305",101017,713,103497.161705,41244.192,56162.304,97406.496,80,1977,2003,2,0,0,0,70448.446173,0.783,0,2,1,0,0,1001,0,0,69691.66730141,79237.7386416,0,0,0,0,0,0,0,0,0,757.4529515,40192.93,50,117,5850,0,1,0,0,0,0,0,0,0,0,1001,0,0,1001,1001,0.783,0.7183941,10
"306",40917,716,123961.574219,48455.044,69955.996,118411.04,90,1995,1995,2,0,1,0,99112.592887,0.945,0,3,1,0,0,972,0,0,87713.65634647,96809.1784191,0,0,0,0,920,420,2,11398.8287196,14837.2381773,0,43676.56,70,89,6230,1,1,0,1,0,0,0,0,0,0,972,0,0,972,972,0.945,0.720811,9
"307",160717,716,142121.55006,47987.632,91456.948,139444.58,90,1991,1991,2,0,0,1,114511.2187065,0.945,4,3,1.75,0,1,1084,0,491,109950.375397345,138306.2197482,921,311,4560.825339,6145.79301,0,0,0,0,0,0,43672.64,61.8,120,7416,1,0,0,0,0,0,0,0,0,0,0,1084,593,1084,1575,0.9828,0.7213464,7
"308",250817,713,157030.17638,47533.2,107351.904,154885.104,90,1971,1992,6,1,1,0,137822.1037725,0.945,5,2,1,1,1,1605,0,0,131094.58090484,173212.70673105,0,0,0,0,920,256,2,6728.026032,9639.191142,0,41165.79,91.1,110,10021,0,1,1,0,1,0,0,0,0,0,0,1605,1605,1605,1605,0.99225,0.7223741,8
"309",80917,716,178441.501742,58270.696,103298.052,161568.748,140,1996,1996,2,0,0,1,131803.464702,1,0,3,2,1,1,1126,0,700,127384.91335752,162253.1527344,921,264,4418.5132719,5987.8650195,0,0,0,0,0,0,47607.12,58,115,6670,1,0,0,0,1,0,0,1,1,0,0,1056,356,1126,1826,1,0.7256367,9
"310",290417,716,194232.785082,53908.184,116385.588,170293.772,140,1999,1999,2,0,1,1,165550.999614,1,-2,3,2.25,1,1,1152,0,730,148344.11611929,167776.7226408,921,266,4615.5388734,6061.5354618,920,480,2,12590.7925689,16531.3045989,0,45648.23,57.1,105,5996,1,0,0,0,0,0,0,1,1,0,0,1152,422,1152,1882,0.98,0.7257766,4
"311",290517,713,80656.408777,45631.872,31883.808,77515.68,40,1977,1977,1,0,1,0,46039.727216,0.507,0,2,1,0,1,552,0,0,42600.24874602,56210.295456,0,0,0,0,910,242,1,3439.0129158,5081.1657561,0,41131.27,50,120,6000,0,1,0,0,0,1,0,1,1,0,552,0,0,552,552,0.507,0.7262008,5
"312",200817,716,197391.04175,59049.716,113892.724,172942.44,140,1997,1997,2,0,0,1,146769.7959,1,2,3,2,1,2,1272,0,587,140858.22833082,176226.551046,921,362,5912.4813111,7928.9955108,0,0,0,0,0,0,48213.9,65,110,7150,1,0,0,0,0,0,0,0,0,0,0,1272,685,1272,1859,1.02,0.72647,8
"313",280417,736,143889.5808175,50513.826,92407.029,142920.855,90,1996,1996,2,0,1,0,111303.546039,0.945,2,3,1,1,1,1136,0,400,108125.470216785,131726.9865996,0,0,0,0,920,0,3,3178.02191175,4091.8042935,0,44013.97,57,115,6555,1,0,0,0,0,0,0,1,1,0,0,1100,700,1136,1536,0.9639,0.7274703,4
"314",270317,713,104210.935234,53090.928,55284.768,108375.696,80,1976,1976,2,0,1,0,91474.4176815,0.783,5,3,1,0,0,1107,0,0,88884.42527783,116096.25073095,0,0,0,0,910,460,2,2589.5311911,3489.9600393,0,53462.99,83,120,9960,0,1,0,0,0,0,0,0,0,0,1107,0,0,1107,1107,0.82215,0.7323719,3
"315",20617,713,119913.952872,48849.504,63913.872,112763.376,80,1975,1998,2,0,0,1,87942.593732,0.783,5,2,1.5,0,0,952,0,100,84346.004894305,99594.77453415,921,198,3242.50175655,3892.2793119,0,0,0,0,0,354.7789,43817.29,75,105.1,7883,0,1,0,0,0,0,0,1,1,0,0,952,852,952,1052,0.82215,0.7398552,6
"316",270417,731,152618.48007805,55124.696,96055.608,151180.304,90,1986,1986,3,0,0,0,109114.78116,0.945,0,3,1.5,1,1,1024,0,649,109113.99047318,134251.61367555,0,0,0,0,0,0,0,0,0,0,43947.37,66,110,6600,0,1,0,0,0,0,0,1,1,0,0,1024,375,1024,1673,0.945,0.7406846,4
